action	guid	original	current
retained-guid	4e775494159ed5e4c997035d2df49776	Assets/Feel/MMTools/Foundation/MMAchievements/Scripts/MMAchievementDisplayItem.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Foundation/MMAchievements/Scripts/MMAchievementDisplayItem.cs
retained-guid	f832a347ffbe22e478be454dc5dc3cff	Assets/Feel/MMFeedbacks/Editor/FeedbackListOutputter/FeedbackListOutputer.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/Editor/FeedbackListOutputter/FeedbackListOutputer.cs
retained-guid	d4b1f8e8d330f2b49989b5d7a3a6ade5	Assets/Feel/MMTools/Accessories/MMShaders/MMAdvancedToon_URP.shader	Assets/Art/Shaders/Feel/MMTools/Accessories/MMShaders/MMAdvancedToon_URP.shader
retained-guid	00bf1cad26d9e9342b90f463840caf08	Assets/Feel/MMFeedbacks/Editor/Core/MMFeedbacksConfiguration.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/Editor/Core/MMFeedbacksConfiguration.cs
retained-guid	c32d98c861c973c409133940cf9c2231	Assets/Feel/MMFeedbacks/MMFeedbacks/Shakers/MMLightShaker.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Shakers/MMLightShaker.cs
retained-guid	863e22bb4bee3884e8c0e9d1823db321	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Helpers/MMGlobalPostProcessingVolumeAutoBlend_URP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Helpers/MMGlobalPostProcessingVolumeAutoBlend_URP.cs
removed-demo	3e6f2958791e0a24bb464182d3235ea4	Assets/Feel/FeelDemos/GettingStartedTutorial/Scripts/GettingStartedTutorialHeroReference.cs	
retained-guid	cde03156615a31044a8dc5e05ebc3dc9	Assets/Feel/MMTools/Accessories/MMVFX/MMBloomDirt/MMBloomDirt1.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMVFX/MMBloomDirt/MMBloomDirt1.png
removed-demo	0ec40230bd576417ea32eaa2f8f784e2	Assets/Feel/NiceVibrations/HapticSamples/ApplicationUX/Award1.haptic	
removed-demo	3915a73d23676f548b2ade7e7cef6024	Assets/Feel/FeelDemos/Strike/AHAP/FeelStrikeHit.ahap.json	
retained-guid	5a5c04124f3de9c4c99bc8ccccb85f21	Assets/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_CameraOrthographicSize.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Feedbacks/MMF_CameraOrthographicSize.cs
removed-demo	e94aeab608be8764faed1b8a9595228f	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/Facade02_emi.png	
retained-guid	b177fc310544d6a4c94b26e23d9b31d1	Assets/Feel/NiceVibrations/Plugins/Windows/x64/nice_vibrations_editor_plugin.dll	Assets/Scripts/ThirdParty/Feel/NiceVibrations/Plugins/Windows/x64/nice_vibrations_editor_plugin.dll
removed-demo	7a6a5b8d33df74587a64f37e99156676	Assets/Feel/NiceVibrations/HapticSamples/Music/Cymbal2.haptic	
removed-demo	8ca0015824b8de04ca5bb02b8bb335ab	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/Metal03_nrm.png	
retained-guid	71bd7b8dc6ab21844b34803a4084a56e	Assets/Feel/MMTools/Accessories/MMTilemaps/MMTilemap.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMTilemaps/MMTilemap.cs
retained-guid	e4e9029e392667449a8e7021ac4d66b4	Assets/Feel/MMTools/Core/Editor/MMRadio/MMPropertyPickerDrawer.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/Editor/MMRadio/MMPropertyPickerDrawer.cs
retained-guid	2f0223e337b99754ca91160443728c46	Assets/Feel/MMTools/Core/MMHelpers/MMDebugOnScreenConsole.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMHelpers/MMDebugOnScreenConsole.cs
removed-demo	54fb76d2c037a4e29a0644454a80d039	Assets/Feel/NiceVibrations/HapticSamples/Objects/Book3.haptic	
removed-demo	c573e8d9136b2d845b8feb4240689515	Assets/Feel/FeelDemos/SquashAndStretch/Lighting/FeelSquashAndStretchSettings.lighting	
removed-demo	9ce434ac86a021e418c3060399e7abdd	Assets/Feel/FeelDemos/Duck/Sprites/FeelDuckShadow.png	
retained-guid	8f8bad73dac7361489c555af4bf184ea	Assets/Feel/MMFeedbacks/Editor/Core/UIToolkit/MMF_PlayerEditorUITKStyleSheet.uss	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/Editor/Core/UIToolkit/MMF_PlayerEditorUITKStyleSheet.uss
removed-demo	c1a7a4e32d30d4b6c9c73f61b7d22f47	Assets/Feel/NiceVibrations/HapticSamples/Weapons/ShotgunFire2.haptic	
retained-guid	8f1a7efd09d5b3647afbef7890b18017	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/MMTools/Feedbacks/MMF_RandomEvents.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/MMTools/Feedbacks/MMF_RandomEvents.cs
removed-demo	22840ef425398694b9aed07314045ecb	Assets/Feel/FeelDemos/Wheel/PostProcessing/FeelWheelPostProcessingProfile.asset	
retained-guid	c4cd9f982e331c347a78bcae05117b99	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/PostProcessing/Springs/MMSpringVignetteCenter.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/PostProcessing/Springs/MMSpringVignetteCenter.cs
removed-demo	5581f801bb45f46508948b1ab38f1178	Assets/Feel/NiceVibrations/HapticSamples/Weapons/ShotgunFire2.wav	
retained-guid	14a47d8bf77ba3943a535dae0d46e99d	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/MMTools/Feedbacks/MMF_ImageAlpha.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/MMTools/Feedbacks/MMF_ImageAlpha.cs
removed-demo	4d00b6dc30962ba448a830be5211dc47	Assets/Feel/FeelDemos/FeelDemosBiRP.unitypackage	
retained-guid	932d7950b01edc04d8d29d2669394cf5	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/TextMeshPro/Feedbacks/MMF_TMPOutlineWidth.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/TextMeshPro/Feedbacks/MMF_TMPOutlineWidth.cs
retained-guid	f3b13b1ebf6e39d4ca1ce4ac83706896	Assets/Feel/MMTools/Accessories/MMVFX/MMNoise/MMWhiteNoise.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMVFX/MMNoise/MMWhiteNoise.png
removed-demo	8082b586364e1004bb6374a5c9110eb3	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/Facade02_col.png	
retained-guid	5451e999c8f9dfb41aa3b2894ffc3d60	Assets/Feel/MMTools/Foundation/MMAnimation/MMAnimationParameter.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Foundation/MMAnimation/MMAnimationParameter.cs
retained-guid	16a86a7f581fc4dfb953e0df8ad3ecac	Assets/Feel/MMTools/Foundation/MMAchievements/Sprites/AchievementIcon.png	Assets/Art/Textures/Feel/MMTools/Foundation/MMAchievements/Sprites/AchievementIcon.png
retained-guid	123f46c3aae9cbd4bba38e5dcf9cecae	Assets/Feel/MMTools/Core/MMAudio/MMSoundManager/MMSoundManagerPlayOptions.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMAudio/MMSoundManager/MMSoundManagerPlayOptions.cs
retained-guid	1dc025857430aa041b4588942e1f27d7	Assets/Feel/MMTools/Core/MMRadio/MMProperty/MMPropertyLink/MMPropertyLinkQuaternion.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMRadio/MMProperty/MMPropertyLink/MMPropertyLinkQuaternion.cs
retained-guid	72d51457cd4e8a5438095d1ce5ce5f6f	Assets/Feel/MMTools/Core/MMAudio/MMAudioEvents/MMAudioEvents.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMAudio/MMAudioEvents/MMAudioEvents.cs
retained-guid	766d979625785dc48aecf8835de77661	Assets/Feel/MMTools/Core/MMExtensions/MMRectTransformExtensions.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMExtensions/MMRectTransformExtensions.cs
removed-demo	e680bdab2c6324e47aace87b5b4bcf7f	Assets/Feel/NiceVibrations/HapticSamples/Impacts/CombatPunch2.wav	
retained-guid	0516121ec1782264898972570320fbc9	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Springs/MMSpringWhiteBalanceTemperature_HDRP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Springs/MMSpringWhiteBalanceTemperature_HDRP.cs
retained-guid	672424a3a46489f459437ba5a9afa89d	Assets/Feel/MMFeedbacks/MMFeedbacks/Springs/Springs/MMSpringTMPDilate.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Springs/Springs/MMSpringTMPDilate.cs
removed-demo	08b15283493d14e6ebacebed36250d4e	Assets/Feel/NiceVibrations/HapticSamples/Impacts/BulletMetal1.wav	
removed-demo	2a5aae9320faa844fb00f0ae30c4e98b	Assets/Feel/FeelDemos/ParallaxUI/Sprites/FeelParallaxUICar.png	
removed-demo	6e91e6783d739a94abca9fdfa7eaf699	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/Tiles33_nrm.png	
removed-demo	d0e27e5c897e198429a260f660c78fee	Assets/Feel/MMTools/Demos/MMControls/MMControlsDemo/ReflectionProbe-0.exr	
removed-demo	14309b80c23b62044b2e4d8e4017ed68	Assets/Feel/MMFeedbacks/Demos/MMFeedbacksDemo/Models/Dude/MMFeedbackDemoDude@Jump.fbx	
removed-demo	c28701c3224247a46869279f16a2a243	Assets/Feel/FeelDemos/CardsUI/Materials/FeelCardsSquareLightning.mat	
removed-demo	a2f8de5eab9a5d54dac13b16b81fbc59	Assets/Feel/FeelDemosHDRP/Falcon/Lighting/FeelFalconReflectionProbe-1.exr	
removed-demo	dabfbfe7f3ea04cb7baa04527eb7892f	Assets/Feel/NiceVibrations/HapticSamples/Objects/Woodsaw3.haptic	
retained-guid	4cfddfd71be34fb43b85eec28d5cf24a	Assets/Feel/MMFeedbacks/MMFeedbacks/Shakers/MMAudioSourcePitchShaker.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Shakers/MMAudioSourcePitchShaker.cs
removed-demo	b7c958f2a614d6f4fb61597d5c63dae9	Assets/Feel/FeelDemos/Barbarians/Lighting/Lightmap-0_comp_light.exr	
removed-demo	1a3d766705e8fce41bcaa2921051a083	Assets/Feel/NiceVibrations/Demo/Common/Sprites/NVRoundedCornersBig.png	
retained-guid	413e26d7ac278d24fb4ab58e410a9850	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Shakers/MMWhiteBalanceShaker_URP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Shakers/MMWhiteBalanceShaker_URP.cs
retained-guid	7e05480e454f546b4b1780169ecf2d6c	Assets/Feel/MMTools/Core/MMEvents/MMEventManager.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMEvents/MMEventManager.cs
retained-guid	ef20247bd5f04449293bb8ea3982f3ac	Assets/Feel/NiceVibrations/Scripts/Components/Gamepad.cs	Assets/Scripts/ThirdParty/Feel/NiceVibrations/Scripts/Components/Gamepad.cs
retained-guid	723c68a65280145479e4e0b2f94a6ff0	Assets/Feel/MMTools/Accessories/MMActivation/MMAutoExecution.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMActivation/MMAutoExecution.cs
removed-demo	c82459d2f97aade4caf43f9372eb7f02	Assets/Feel/FeelDemos/Letters/Materials/FeelLettersDemoSingMaterial.mat	
retained-guid	ce42aabd176ab5e4d8ba2a0dc416e78e	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/TextMeshPro/Feedbacks/MMF_TMPDilate.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/TextMeshPro/Feedbacks/MMF_TMPDilate.cs
removed-demo	378a722c891e7a742a03ee57b9fa1be6	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/Tiles69_nrm.png	
retained-guid	fc798aa25d3634ebbb996c8d60ace648	Assets/Feel/MMTools/Core/MMHelpers/MMMaths.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMHelpers/MMMaths.cs
removed-demo	f0b0c2febc6812f4eb48ed812dad7e07	Assets/Feel/FeelDemos/Letters/Materials/FeelLettersDemoDustParticlesMaterial.mat	
removed-demo	d9eb08a69941e416e9dfe63c5b987148	Assets/Feel/NiceVibrations/HapticSamples/Objects/Coins7.wav	
removed-demo	1ae56196f5de043419e106824d0fa51d	Assets/Feel/MMFeedbacks/Demos/MMFeedbacksDemo/Prefabs/FeedbackDemoSphere.prefab	
removed-demo	eb5037930d3bbe143a8a570722950901	Assets/Feel/FeelDemos/CardsUI/Textures/Art/FeelCardsUI_Stormeye.png	
removed-demo	465da28a3b32776439f838508cc69022	Assets/Feel/FeelDemos/ParallaxUI/Sprites/FeelParallaxUIFront2.png	
retained-guid	50e0d22617aa66044ba0c746fe1d8054	Assets/Feel/MMTools/Core/MMPropertyControllers/TransformController.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMPropertyControllers/TransformController.cs
removed-demo	005f4e5e7a449f44da6e5d9f19273700	Assets/Feel/FeelDemos/Bounce/Materials/FeelBounceGrass.mat	
removed-demo	9b77836d82cd9e341bf67cef9ef76dd7	Assets/Feel/FeelDemos/Tactical/Materials/FeelTacticalShirtMaterial.mat	
removed-demo	719572a06924d4ea79c4264834bd427b	Assets/Feel/NiceVibrations/Demo/Common/Sounds/NiceVibrationsEmphasis.wav	
retained-guid	752e7f2cbc3684a4ca1c13a049c09d5d	Assets/Feel/MMTools/Accessories/MMDebugMenu/Scripts/UIClasses/MMDebugMenuSwitch.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMDebugMenu/Scripts/UIClasses/MMDebugMenuSwitch.cs
retained-guid	a1f799d610ab96d409225e15095ce227	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Springs/MMSpringColorAdjustmentsContrast_HDRP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Springs/MMSpringColorAdjustmentsContrast_HDRP.cs
removed-demo	1b75a629da2b33344afddc7868b6b810	Assets/Feel/FeelDemos/Barbarians/FeelBarbarians.unity	
retained-guid	87a286771fa86194e979f187a1691a2a	Assets/Feel/MMTools/Foundation/MMControls/MMTouchButton.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Foundation/MMControls/MMTouchButton.cs
removed-demo	c2e2c977f649c3140947b36e07ee9347	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Sounds/Kit/MMSequencingCymbal3.wav	
retained-guid	339f02b3d924b984db779a1af1a59be2	Assets/Feel/MMTools/Core/MMSaveLoad/MMSaveLoadManagerMethodBinary.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMSaveLoad/MMSaveLoadManagerMethodBinary.cs
removed-demo	ab2740dfb460a87498000c62062f3288	Assets/Feel/FeelDemos/Duck/Animations/FeelDuckIdleAnimation.anim	
retained-guid	2e0c0838d8791ea4e8b901003c8639a8	Assets/Feel/MMTools/Core/MMAttributes/MMVectorAttribute.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMAttributes/MMVectorAttribute.cs
removed-demo	a34261c2adaebf04a843bbcd2393bc03	Assets/Feel/NiceVibrations/Demo/Common/Prefabs/VerticalProgressBar.prefab	
retained-guid	eab722862e080484cab1481e2481a922	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Springs/MMSpringMotionBlurIntensity_HDRP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Springs/MMSpringMotionBlurIntensity_HDRP.cs
removed-demo	60713e44d5aea4fc78d9a78943daff6d	Assets/Feel/NiceVibrations/HapticSamples/Objects/SwitchMed2.haptic	
removed-demo	776735bda09bc440da1119f0fc8af351	Assets/Feel/NiceVibrations/HapticSamples/Objects/Keyboard2.wav	
retained-guid	32341f6d89b7cd14bbe2102075e9e0cc	Assets/Feel/MMTools/Core/MMExtensions/MMVector2Extensions.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMExtensions/MMVector2Extensions.cs
retained-guid	db11353047c997f46a4760754f00c788	Assets/Feel/MMTools/Accessories/MMPrototypeTextures/MMBRP_Materials/MMBPR_DarkGreyDots.mat	Assets/Art/Materials/Feel/MMTools/Accessories/MMPrototypeTextures/MMBRP_Materials/MMBPR_DarkGreyDots.mat
retained-guid	5c2ab7cb954a3974c8a19f8c9c6f6fdc	Assets/Feel/MMTools/Accessories/MMVFX/MMNoise/MMFlowNoise.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMVFX/MMNoise/MMFlowNoise.png
removed-demo	0b5b9dcef5be1c146a350a7bb7912b46	Assets/Feel/FeelDemos/Duck/PostProcessing/FeelDuckPostProcessing.asset	
removed-demo	adb24518d159048ca9cb62d63113784f	Assets/Feel/NiceVibrations/HapticSamples/ApplicationUX/Beep1.wav	
retained-guid	531894cbc68d4bf49a71825ad87c3305	Assets/Feel/MMFeedbacks/MMFeedbacks/Shakers/MMCameraShakerRotation.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Shakers/MMCameraShakerRotation.cs
removed-demo	b0ee2b99f2267cd43bf855f37dfe5a34	Assets/Feel/FeelDemos/ParallaxUI/Sprites/FeelParallaxUIFront1.png	
retained-guid	3148d0478f12644438359651f85a7a92	Assets/Feel/MMTools/Core/MMObjectPool/MMObjectPool.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMObjectPool/MMObjectPool.cs
retained-guid	f9bd36e0fdcb17346bb804d148559eb2	Assets/Feel/MMTools/Accessories/Editor/MMCurves/MMAntiCurves.curves	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/Editor/MMCurves/MMAntiCurves.curves
removed-demo	305167b0f1a42284fa3068b26bae70f4	Assets/Feel/FeelDemos/Bounce/Animation/FeelBounceAnimatorReference.controller	
retained-guid	df5cccc1b626f954881aee460f519752	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Springs/MMSpringVignetteIntensity_URP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Springs/MMSpringVignetteIntensity_URP.cs
removed-demo	d22e8270dde474957803199e71e64fb0	Assets/Feel/NiceVibrations/HapticSamples/Weapons/PistolFire1.haptic	
removed-demo	c1e28eb9c45d94a458a174522de1bc15	Assets/Feel/FeelDemos/Barbarians/PostProcessing/FeelBarbariansPostProcessingProfile.asset	
retained-guid	3389a4d784f51b246b280b493aebe105	Assets/Feel/MMTools/Accessories/MMVFX/MMRipple/MMRippleRosace1NM.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMVFX/MMRipple/MMRippleRosace1NM.png
removed-demo	079cfd7ef2be6de43bc41a040f567695	Assets/Feel/NiceVibrations/Demo/DemoAssets/BallDemo/Physics2DMaterials/NVBouncy.physicsMaterial2D	
removed-demo	a169a75d065778d43bdabbe1097da6d7	Assets/Feel/MMTools/Demos/MMTween/Materials/MMPlotterPointMaterial 8.mat	
removed-demo	9125840b6d4c34a0d9a284aa76407a43	Assets/Feel/NiceVibrations/HapticSamples/Objects/Keys1.wav	
retained-guid	6d09203129ac2e44a8fada3ae8c32667	Assets/Feel/MMTools/Accessories/MMCamera/MMCameraAspectRatio.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMCamera/MMCameraAspectRatio.cs
removed-demo	42eca4009247fa64fb25d7e597d8b1f9	Assets/Feel/FeelDemos/Barbarians/Models/Materials/Leaves.001.mat	
removed-demo	d143c29eff85741f2baf4141cea19c8d	Assets/Feel/NiceVibrations/HapticSamples/Footsteps/FootstepGrass1.haptic	
removed-demo	6c0124a99f664c84481722e6ce386883	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Sounds/Kit/MMSequencingCymbal2.wav	
removed-demo	fafd9ca80d42ea147955a570b7ff417a	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Materials/SequencerCarpet.mat	
removed-demo	6bc2e1672a8cb54438176cf823602d2c	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/PaintedMetal02_rgh.png	
retained-guid	bcf6524ce6451f34cb7106d0c00da9a5	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/Cinemachine/Resources/MM_6D_Shake.asset	Assets/Data/Feedback/Feel/MMFeedbacks/MMFeedbacksForThirdParty/Cinemachine/Defaults/MM_6D_Shake.asset
retained-guid	bf25723e7c003d74399d0f62f1098637	Assets/Feel/MMFeedbacks/MMFeedbacks/Shakers/MMFeedbacksShaker.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Shakers/MMFeedbacksShaker.cs
removed-demo	a7dc2191a69cc8540ab9dbbf535759bb	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/Tiles44_nrm.png	
removed-demo	3bc013dad63a144f180df160104b4242	Assets/Feel/NiceVibrations/HapticSamples/Impacts/CombatPunch1.wav	
removed-demo	c22e6e20db56d46e784e84d8c2b5dc2d	Assets/Feel/NiceVibrations/HapticSamples/Objects/Fan2.wav	
removed-demo	645cb8076a0c9a54bad68f9896f992ea	Assets/Feel/NiceVibrations/Demo/Common/Shaders/MaskedUI.shader	
removed-demo	e289d5fe638bbb148aeffa7bad00c8a8	Assets/Feel/FeelDemos/Springs/Scripts/FeelSpringsDemoManager.cs	
retained-guid	bbf0ffd851dbe2d4fb5d79335529e131	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Shakers/MMLensDistortionShaker_URP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Shakers/MMLensDistortionShaker_URP.cs
retained-guid	6b08364980f6e884695f3959f374f6ad	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/UIToolkit/Feedbacks/MMF_UIToolkitSize.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/UIToolkit/Feedbacks/MMF_UIToolkitSize.cs
retained-guid	f5786eaa162a9da408b32f063e56886d	Assets/Feel/MMTools/Core/MMExtensions/MMLayermaskExtensions.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMExtensions/MMLayermaskExtensions.cs
removed-demo	4cd05aacfb949444182ef66d63efdbdf	Assets/Feel/MMFeedbacks/Demos/MMFeedbacksDemo/Camera/MMFeedbacksDemo Filter Camera Profile.asset	
removed-demo	80d713e798f085340bbef74b271a0fba	Assets/Feel/FeelDemos/Blob/Animations/FeelBlobAnimator.controller	
removed-demo	fc659b5219bfdc945881c41b2c491b52	Assets/Feel/MMTools/Demos/MMControls/MMControlsDemo.unity	
removed-demo	b5cb769873586c046b1a5cf63ef40b60	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/Tiles65_nrm.png	
retained-guid	501b92ed18cfbdc48a6c90492e8834fc	Assets/Feel/MMFeedbacks/MMFeedbacks/Springs/Springs/MMSpringCameraFieldOfView.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Springs/Springs/MMSpringCameraFieldOfView.cs
removed-demo	96905a8529e11244cbe0a6f74ab95ddd	Assets/Feel/MMTools/Demos/MMTween/MMTweenPlotter.unity	
retained-guid	e802b29e86b4ef74abe728250ecaf37c	Assets/Feel/MMFeedbacks/Editor/Sequencing/Resources/SequencerButtonBackground.png	Assets/Art/UI/Feel/MMFeedbacks/Editor/Sequencing/Defaults/SequencerButtonBackground.png
retained-guid	9b9515ca837f18848a8b11d0d9d1a0c7	Assets/Feel/MMTools/Accessories/MMVFX/MMRipple/MMRippleCircle1NM.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMVFX/MMRipple/MMRippleCircle1NM.png
removed-demo	e74d2d4989090624cbe2bedfc6789b8d	Assets/Feel/FeelDemos/Letters/Materials/FeelLettersDemoBoilingLine.mat	
retained-guid	671b69569d53c4c47ba2a89fb544082f	Assets/Feel/MMTools/Accessories/MMVision/ConeOfVisionAlpha.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMVision/ConeOfVisionAlpha.png
removed-demo	ee91928957b9b5b48b0b338bc5fbf32a	Assets/Feel/MMTools/Demos/MMGhostCamera/PostProcessing/MMGhostCameraPostProcessingProfile.asset	
retained-guid	7b0c74896ea6ff344a2ffdf20d18c5c8	Assets/Feel/FeelDemos/Letters/Materials/FeelLettersDemoMMReflectionRenderTexture.renderTexture	Assets/Art/Textures/Feel/FeelDemos/Letters/Materials/FeelLettersDemoMMReflectionRenderTexture.renderTexture
removed-demo	26a154d62ce48804c98171413e68722b	Assets/Feel/FeelDemosHDRP/Falcon/Scripts/Falcon.cs	
retained-guid	59a4add72d602ce4a9693b14a97d2a83	Assets/Feel/MMFeedbacks/Editor/Resources/MMFeedbacksConfiguration.asset	Assets/Data/Feedback/Feel/MMFeedbacks/Editor/Defaults/MMFeedbacksConfiguration.asset
removed-demo	fba621ea892fe7a4bac828f417cf9d12	Assets/Feel/FeelDemos/Wheel/Lighting/FeelWheelSettings.lighting	
retained-guid	caa99440fded2af41b1d0c99fea51b69	Assets/Feel/MMTools/Accessories/MMPrototypeTextures/Textures/MMProtoTextures/MMProtoTextures_RedDots.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMPrototypeTextures/Textures/MMProtoTextures/MMProtoTextures_RedDots.png
removed-demo	75326f87af12359428651139c73eca68	Assets/Feel/FeelDemos/Springs/Materials/FeelSpringsUnlitGreenDots.mat	
retained-guid	9722df90d8b438e4b8b47fee471fbbee	Assets/Feel/MMFeedbacks/Editor/MoreMountains.Feedbacks.Editor.asmref	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/Editor/MoreMountains.Feedbacks.Editor.asmref
retained-guid	5412ea97eaefefa4fa53519f330cfaad	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Springs/MMSpringMotionBlurIntensity_URP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Springs/MMSpringMotionBlurIntensity_URP.cs
retained-guid	e445c5a23799c9d4b8fb61d6061570cf	Assets/Feel/MMTools/Core/Editor/MMTween/MMTweenTypeDrawer.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/Editor/MMTween/MMTweenTypeDrawer.cs
retained-guid	09e29c2242d13d64480d58af86fcb50f	Assets/Feel/MMFeedbacks/MMFeedbacks/Core/MMChannels/MMChannel.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Core/MMChannels/MMChannel.cs
retained-guid	86aa60c7eb6e3fe4a8c3624c6b3f1abc	Assets/Feel/MMTools/Foundation/MMAI/AIDecision.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Foundation/MMAI/AIDecision.cs
removed-demo	98cb9c73e75743344a912daeb3b40007	Assets/Feel/FeelDemos/Letters/Sounds/FeelLettersDemoMetronomeBeat.wav	
removed-demo	beedd01d0381e8e45ac5aa9efa4ef440	Assets/Feel/FeelDemos/Brass/PostProcessing/FeelBrassPostProcessingProfile_URP.asset	
